Drift_ID,Date,Start_Time,End_Time,Duration_Minutes,Activity_Before_Drift,Activity_Type,Task_Difficulty,Task_Importance,Trigger_Type,Specific_Trigger,Distraction_Source,Energy_Level,Mood_Before,Stress_Level,Sleep_Hours_Last_Night,Caffeine/Meal_Status,Location,Noise_Level,Lighting,Temperature_Comfort,Recovery_Time_Minutes,Recovery_Method,Task_Resumed,Productivity_Impact,Cumulative_Drift_Today_Minutes,Focus_Session_Length_Before_Drift,Drift_Category
129,08-10-2025,07:37,07:45,8,Coding,Repetitive,Easy,Medium,Internal,Multitasking,Environment,High,Happy,Low,5.0,Caffeinated,cafe,Quiet,Bright,Hot,13,Break,No,Minor,46,38,Major
130,08-10-2025,22:25,22:40,15,Coding,Repetitive,Medium,Low,External,Boredom,Colleague,Medium,Neutral,Medium,6.0,Hungry,Home,Moderate,Normal,Cold,3,Ignored Phone,No,None,44,24,Micro
131,08-10-2025,08:35,08:43,8,Studying,Creative,Easy,Medium,External,Noise,Phone,High,Happy,Low,4.0,Hungry,Outdoors,Loud,Dim,Hot,3,Continued Task,Yes,None,28,27,Micro
132,08-10-2025,10:11,10:21,10,Coding,Creative,Easy,High,Internal,Fatigue,Internet,Medium,Anxious,Low,6.0,Hungry,Home,Quiet,Dim,Cold,6,Continued Task,Yes,None,27,53,Major
133,08-10-2025,19:29,19:42,13,Coding,Repetitive,Medium,High,Internal,Noise,Internet,High,Anxious,Medium,8.0,Caffeinated,Office,Loud,Dim,Comfortable,6,Break,Yes,Minor,15,23,Medium
134,08-10-2025,15:08,15:26,18,Meeting,Creative,Easy,Low,External,Boredom,Digital,Low,Stressed,High,4.0,Caffeinated,Outdoors,Loud,Normal,Comfortable,5,Coffee,Yes,Minor,31,32,Major
135,08-10-2025,08:28,08:36,8,Reading,Creative,Easy,Low,Internal,Notification,Noise,Medium,Bored,Medium,4.0,Normal,Café,Quiet,Normal,Comfortable,11,Continued Task,Yes,None,56,23,Micro
136,08-10-2025,17:42,17:59,17,Studying,Passive,Hard,Low,Internal,Multitasking,Colleague,High,Bored,Low,8.0,Hungry,Café,Loud,Bright,Hot,11,Break,Yes,None,37,37,Micro
137,08-10-2025,20:07,20:10,3,Reading,Repetitive,Medium,High,External,Noise,Noise,High,Anxious,Low,6.0,Hungry,cafe,Quiet,Bright,Comfortable,14,Ignored Phone,No,Major,15,52,Major
138,08-10-2025,07:18,07:19,1,Reading,Creative,Medium,Low,External,Phone Ping,Colleague,High,Stressed,Medium,7.0,Normal,cafe,Quiet,Bright,Hot,3,Break,Yes,Major,34,29,Micro
139,08-10-2025,17:34,17:43,9,Coding,High-Focus,Easy,Medium,External,Phone Vibration,Internet,Medium,Bored,Medium,8.0,Just Ate,Outdoors,Loud,Dim,Comfortable,1,Coffee,No,Major,16,6,Micro
140,08-10-2025,14:49,14:51,2,Meeting,Creative,Medium,Medium,External,Phone Call,Physical,High,Bored,Medium,7.0,Caffeinated,Office,Quiet,Normal,Hot,9,Ignored Phone,Yes,Major,56,6,Medium
141,08-10-2025,22:25,22:37,12,Meeting,High-Focus,Medium,Low,External,Noise,Digital,Medium,Bored,Low,7.0,Normal,Home,Loud,Dim,Hot,8,Ignored Phone,No,Minor,40,18,Micro
142,08-10-2025,18:17,18:28,11,Studying,High-Focus,Hard,High,Internal,Noise,Phone,High,Happy,High,7.0,Normal,Café,Loud,Bright,Hot,6,Coffee,Yes,None,16,50,Micro
143,08-10-2025,12:40,12:45,5,Writing,Repetitive,Easy,Low,External,Phone Call,Digital,Medium,Stressed,Low,6.0,Hungry,Outdoors,Quiet,Dim,Cold,14,Coffee,No,Minor,42,26,Micro
144,08-10-2025,21:54,22:07,13,Meeting,Passive,Hard,Low,Internal,Boredom,Environment,Low,Happy,High,6.0,Hungry,Outdoors,Quiet,Dim,Cold,14,Music,Yes,None,11,48,Medium
145,08-10-2025,19:40,19:58,18,Meeting,High-Focus,Hard,High,External,Boredom,Background Music,Low,Stressed,Medium,7.0,Caffeinated,Café,Moderate,Dim,Hot,5,Break,Yes,Minor,39,14,Medium
146,08-10-2025,20:02,20:10,8,Reading,High-Focus,Hard,High,External,Phone Call,Background Music,Medium,Bored,Medium,8.0,Caffeinated,Café,Quiet,Dim,Comfortable,3,Continued Task,No,Minor,55,26,Micro
147,08-10-2025,22:26,22:35,9,Reading,High-Focus,Hard,Medium,External,Boredom,Noise,Low,Stressed,High,7.0,Normal,Café,Loud,Normal,Hot,7,Ignored Phone,No,None,48,13,Major
148,08-10-2025,17:09,17:15,6,Writing,Repetitive,Easy,Medium,External,Person Talking,Noise,Medium,Anxious,Low,7.0,Hungry,Office,Loud,Normal,Cold,9,Continued Task,No,None,46,28,Major
149,08-10-2025,22:04,22:07,3,Writing,Repetitive,Easy,High,Internal,Social Media,Physical,Low,Stressed,Low,7.0,Normal,Outdoors,Quiet,Normal,Comfortable,1,Break,Yes,None,49,34,Micro
150,08-10-2025,07:44,07:54,10,Meeting,Passive,Easy,High,External,Boredom,Self-thoughts,Medium,Anxious,Low,5.0,Caffeinated,Office,Moderate,Normal,Cold,10,Ignored Phone,No,None,50,30,Micro
151,08-10-2025,15:14,15:28,14,Reading,Creative,Hard,Medium,External,Noise,Digital,Medium,Bored,Medium,4.0,Just Ate,Café,Loud,Dim,Hot,7,Music,Yes,None,24,55,Major
152,08-10-2025,09:00,09:03,3,Reading,Repetitive,Easy,Medium,Internal,Hunger,Digital,Medium,Stressed,Medium,5.0,Normal,Home,Quiet,Normal,Cold,11,Break,No,Minor,24,46,Major
153,08-10-2025,21:41,22:00,19,Studying,High-Focus,Easy,Medium,Internal,Hunger,Self-thoughts,Medium,Bored,High,8.0,Normal,Outdoors,Moderate,Dim,Hot,7,Ignored Phone,Yes,Minor,16,36,Medium
154,08-10-2025,11:12,11:29,17,Coding,Passive,Medium,Low,External,Fatigue,Self-thoughts,Low,Neutral,Medium,8.0,Just Ate,Outdoors,Moderate,Normal,Hot,8,Coffee,No,None,15,55,Medium
155,08-10-2025,18:40,18:45,5,Reading,High-Focus,Easy,High,Internal,Hunger,Phone,Low,Neutral,High,6.0,Caffeinated,Outdoors,Moderate,Bright,Hot,12,Ignored Phone,Yes,Minor,30,49,Medium
156,08-10-2025,19:27,19:37,10,Studying,High-Focus,Easy,Medium,External,Daydreaming,Colleague,High,Neutral,High,6.0,Normal,Office,Moderate,Dim,Comfortable,8,Break,No,Major,24,42,Medium
157,08-10-2025,13:15,13:19,4,Writing,Passive,Medium,Low,External,Daydreaming,Colleague,Low,Neutral,Low,4.0,Hungry,Office,Moderate,Normal,Cold,2,Music,No,Minor,41,31,Major
158,08-10-2025,15:08,15:14,6,Meeting,Repetitive,Easy,High,External,Boredom,Background Music,High,Neutral,High,8.0,Just Ate,Home,Loud,Bright,Comfortable,11,Ignored Phone,Yes,Minor,21,56,Medium
159,08-10-2025,10:33,10:46,13,Meeting,High-Focus,Medium,Medium,Internal,Noise,Environment,High,Happy,Medium,5.0,Caffeinated,cafe,Quiet,Dim,Hot,9,Music,Yes,Minor,20,13,Medium
160,08-10-2025,15:52,15:57,5,Meeting,High-Focus,Easy,Medium,Internal,Social Media,Roommate Noise,High,Neutral,High,7.0,Hungry,Office,Moderate,Bright,Hot,13,Music,Yes,None,43,36,Micro
161,08-10-2025,20:20,20:27,7,Writing,Passive,Medium,Medium,Internal,Phone Ping,Noise,Low,Anxious,Low,7.0,Normal,Outdoors,Moderate,Bright,Hot,4,Coffee,Yes,Major,20,12,Medium
162,08-10-2025,13:00,13:04,4,Reading,Repetitive,Medium,Low,External,Daydreaming,Phone,Medium,Anxious,Medium,8.0,Just Ate,cafe,Loud,Dim,Hot,5,Music,No,Minor,33,32,Micro
163,08-10-2025,22:27,22:35,8,Coding,High-Focus,Easy,High,Internal,Boredom,Environment,Medium,Bored,Low,4.0,Just Ate,Office,Loud,Bright,Cold,6,Coffee,No,Major,45,5,Major
164,08-10-2025,11:36,11:49,13,Meeting,Creative,Easy,Medium,Internal,Person Talking,Physical,Medium,Stressed,High,4.0,Just Ate,Office,Moderate,Dim,Cold,9,Break,No,Major,31,13,Micro
165,08-10-2025,20:46,21:04,18,Studying,Passive,Hard,High,External,Noise,Self-thoughts,Low,Neutral,High,7.0,Caffeinated,cafe,Moderate,Dim,Hot,4,Break,Yes,Major,8,24,Major
166,08-10-2025,17:22,17:24,2,Coding,Passive,Medium,Medium,Internal,Boredom,Noise,High,Happy,Medium,7.0,Just Ate,cafe,Moderate,Bright,Hot,5,Continued Task,Yes,Minor,57,10,Medium
167,08-10-2025,16:12,16:27,15,Coding,High-Focus,Medium,Low,Internal,Hunger,Noise,High,Neutral,Low,4.0,Hungry,Office,Moderate,Normal,Comfortable,12,Coffee,No,Major,48,37,Medium
168,08-10-2025,09:36,09:48,12,Meeting,Passive,Hard,Low,External,Fatigue,Internet,Low,Stressed,High,4.0,Caffeinated,Office,Loud,Normal,Comfortable,3,Music,Yes,None,56,38,Medium
169,08-10-2025,10:29,10:44,15,Writing,Passive,Easy,Medium,External,Daydreaming,Self-thoughts,Low,Happy,Low,7.0,Hungry,Office,Moderate,Dim,Comfortable,8,Continued Task,Yes,Major,48,22,Major
170,08-10-2025,06:43,06:57,14,Coding,Repetitive,Easy,Low,Internal,Hunger,Environment,Medium,Stressed,High,4.0,Just Ate,Home,Loud,Normal,Cold,13,Break,Yes,Minor,12,32,Medium
171,08-10-2025,09:15,09:25,10,Meeting,Passive,Hard,Low,External,Fatigue,Self-thoughts,Low,Stressed,Medium,6.0,Caffeinated,cafe,Loud,Normal,Cold,8,Ignored Phone,No,Minor,57,29,Major
172,08-10-2025,17:54,18:00,6,Studying,Passive,Hard,Low,External,Notification,Mental,High,Stressed,Low,5.0,Normal,Office,Quiet,Dim,Hot,5,Coffee,Yes,None,43,26,Major
173,08-10-2025,10:22,10:33,11,Meeting,High-Focus,Medium,Low,External,Multitasking,Digital,High,Happy,Medium,4.0,Caffeinated,Outdoors,Moderate,Dim,Hot,13,Coffee,No,Major,41,16,Micro
174,08-10-2025,21:54,22:10,16,Studying,Passive,Hard,Medium,Internal,Person Talking,Physical,High,Bored,Low,7.0,Caffeinated,Home,Quiet,Bright,Hot,9,Break,No,None,44,24,Micro
175,08-10-2025,15:07,15:12,5,Meeting,Creative,Easy,Low,Internal,Daydreaming,Digital,Low,Neutral,Low,5.0,Normal,cafe,Quiet,Normal,Cold,1,Music,Yes,Minor,23,40,Micro
176,08-10-2025,10:57,11:13,16,Reading,Passive,Medium,High,Internal,Noise,Self-thoughts,High,Stressed,Low,8.0,Hungry,cafe,Quiet,Bright,Comfortable,7,Coffee,No,Major,34,56,Micro
177,08-10-2025,12:46,12:58,12,Meeting,Repetitive,Medium,Medium,External,Daydreaming,Phone,High,Anxious,Low,6.0,Caffeinated,Outdoors,Quiet,Normal,Comfortable,3,Break,Yes,Minor,10,23,Micro
178,08-10-2025,07:18,07:29,11,Coding,Passive,Easy,Low,External,Person Talking,Mental,Low,Bored,Low,4.0,Normal,cafe,Moderate,Normal,Hot,4,Continued Task,No,Minor,33,19,Medium
179,08-10-2025,13:04,13:18,14,Reading,Creative,Medium,Medium,External,Hunger,Colleague,Medium,Anxious,High,5.0,Hungry,Office,Loud,Dim,Cold,6,Coffee,Yes,Minor,57,21,Micro
180,08-10-2025,14:57,15:02,5,Meeting,Creative,Hard,Low,External,Boredom,Environment,Medium,Happy,Low,5.0,Caffeinated,Office,Moderate,Normal,Comfortable,8,Music,No,Minor,42,16,Major
181,08-10-2025,13:50,14:01,11,Studying,Creative,Hard,High,Internal,Multitasking,Roommate Noise,Medium,Happy,Medium,7.0,Just Ate,Café,Moderate,Normal,Hot,8,Break,No,Minor,34,24,Major
182,08-10-2025,22:29,22:42,13,Writing,High-Focus,Easy,Medium,Internal,Daydreaming,Colleague,Medium,Stressed,Low,6.0,Caffeinated,Café,Quiet,Dim,Comfortable,3,Break,No,Minor,34,27,Micro
183,08-10-2025,10:32,10:39,7,Studying,High-Focus,Easy,Medium,Internal,Boredom,Physical,High,Stressed,Medium,5.0,Hungry,Outdoors,Loud,Dim,Cold,12,Ignored Phone,No,None,8,31,Medium
184,08-10-2025,21:30,21:40,10,Coding,Passive,Easy,Low,Internal,Phone Call,Colleague,Medium,Anxious,Low,7.0,Just Ate,Outdoors,Moderate,Dim,Hot,9,Music,No,Major,38,45,Medium
185,08-10-2025,16:29,16:44,15,Meeting,Creative,Easy,High,Internal,Notification,Internet,Medium,Anxious,Medium,6.0,Just Ate,Office,Loud,Dim,Comfortable,10,Continued Task,No,Minor,29,9,Micro
186,08-10-2025,08:23,08:35,12,Studying,High-Focus,Easy,Medium,Internal,Slack Notification,Self-thoughts,Low,Happy,High,5.0,Caffeinated,cafe,Loud,Bright,Cold,13,Music,No,Minor,45,39,Medium
187,08-10-2025,16:32,16:37,5,Coding,High-Focus,Medium,Medium,Internal,Hunger,Digital,Low,Bored,Medium,7.0,Normal,cafe,Loud,Normal,Comfortable,1,Break,No,None,50,59,Micro
188,08-10-2025,10:21,10:25,4,Meeting,Passive,Medium,Low,Internal,Hunger,Digital,High,Stressed,Low,5.0,Just Ate,Home,Moderate,Normal,Hot,10,Ignored Phone,Yes,None,53,38,Micro
189,08-10-2025,18:22,18:35,13,Meeting,Creative,Medium,Low,External,Hunger,Colleague,High,Anxious,Medium,6.0,Just Ate,Office,Loud,Bright,Comfortable,4,Music,No,None,33,46,Major
190,08-10-2025,14:35,14:42,7,Studying,Repetitive,Hard,Medium,External,Fatigue,Colleague,Medium,Happy,Medium,8.0,Caffeinated,Office,Moderate,Normal,Cold,4,Coffee,No,Major,13,43,Medium
191,08-10-2025,13:35,13:40,5,Meeting,Passive,Medium,Medium,External,Boredom,Internet,Medium,Bored,Low,6.0,Caffeinated,Café,Quiet,Normal,Comfortable,13,Music,Yes,Minor,18,45,Micro
192,08-10-2025,08:11,08:19,8,Studying,Repetitive,Hard,Medium,External,Boredom,Colleague,High,Neutral,High,8.0,Normal,Home,Loud,Normal,Hot,12,Ignored Phone,No,None,31,19,Micro
193,08-10-2025,21:09,21:28,19,Writing,Creative,Easy,Low,External,Noise,Physical,Low,Anxious,Low,6.0,Hungry,cafe,Loud,Normal,Comfortable,3,Break,Yes,Major,59,18,Major
194,08-10-2025,13:14,13:32,18,Studying,High-Focus,Easy,Medium,External,Daydreaming,Environment,Medium,Happy,High,7.0,Normal,Café,Loud,Normal,Comfortable,13,Music,No,None,16,9,Medium
195,08-10-2025,13:13,13:26,13,Meeting,Repetitive,Medium,Low,Internal,Notification,Background Music,High,Happy,Low,4.0,Normal,Café,Loud,Dim,Hot,5,Music,No,None,40,24,Medium
196,08-10-2025,08:38,08:56,18,Studying,High-Focus,Medium,High,Internal,Random Thought,Physical,High,Happy,Medium,8.0,Hungry,Café,Quiet,Normal,Cold,4,Break,Yes,None,27,12,Major
197,08-10-2025,18:47,19:03,16,Coding,Creative,Easy,Medium,Internal,Noise,Noise,High,Neutral,Low,6.0,Just Ate,Office,Quiet,Dim,Comfortable,7,Break,No,None,8,49,Micro
198,08-10-2025,10:29,10:41,12,Meeting,Repetitive,Medium,High,Internal,Social Media Alert,Physical,High,Anxious,High,6.0,Just Ate,cafe,Loud,Dim,Hot,12,Ignored Phone,Yes,Major,42,30,Medium
199,08-10-2025,11:30,11:31,1,Reading,Passive,Easy,Low,External,Multitasking,Phone,Low,Neutral,High,7.0,Caffeinated,Office,Loud,Bright,Comfortable,3,Music,No,None,26,49,Medium
200,08-10-2025,11:03,11:18,15,Studying,High-Focus,Medium,Low,External,Hunger,Phone,High,Happy,Low,7.0,Caffeinated,Outdoors,Quiet,Normal,Cold,1,Ignored Phone,No,Minor,36,38,Micro
201,08-10-2025,06:07,06:20,13,Reading,Passive,Hard,Medium,External,Noise,Colleague,Low,Anxious,Low,6.0,Just Ate,Outdoors,Moderate,Normal,Hot,9,Break,No,None,22,18,Medium
202,08-10-2025,20:09,20:27,18,Reading,Repetitive,Medium,Low,External,Boredom,Phone,Low,Neutral,Low,4.0,Hungry,Café,Moderate,Bright,Cold,9,Continued Task,No,Minor,56,28,Medium
203,08-10-2025,07:44,07:56,12,Writing,Creative,Medium,High,External,Person Talking,Environment,High,Bored,Medium,8.0,Just Ate,Home,Quiet,Bright,Cold,3,Coffee,No,None,46,51,Medium
204,08-10-2025,14:10,14:24,14,Studying,Repetitive,Easy,Medium,Internal,Noise,Colleague,High,Neutral,High,4.0,Hungry,Home,Moderate,Bright,Cold,14,Ignored Phone,No,None,49,41,Micro
205,08-10-2025,20:31,20:38,7,Coding,Creative,Medium,High,Internal,Notification,Physical,Medium,Bored,High,5.0,Caffeinated,Café,Moderate,Dim,Hot,14,Coffee,Yes,Major,38,22,Medium
206,08-10-2025,14:16,14:25,9,Writing,High-Focus,Medium,Medium,Internal,Hunger,Colleague,High,Stressed,Medium,7.0,Hungry,cafe,Moderate,Dim,Comfortable,4,Ignored Phone,Yes,Major,14,19,Major
207,08-10-2025,17:48,17:51,3,Meeting,Creative,Easy,Low,External,Noise,Phone,Medium,Neutral,High,7.0,Caffeinated,cafe,Loud,Bright,Cold,11,Break,Yes,Minor,58,43,Major
208,08-10-2025,22:01,22:16,15,Reading,Passive,Medium,Low,Internal,Phone Ping,Physical,Medium,Happy,High,6.0,Just Ate,Café,Loud,Dim,Comfortable,2,Music,No,None,59,41,Micro
209,08-10-2025,17:55,18:07,12,Studying,High-Focus,Easy,Low,External,Boredom,Internet,High,Happy,High,8.0,Just Ate,Office,Loud,Normal,Hot,14,Ignored Phone,Yes,Minor,47,42,Micro
210,08-10-2025,21:17,21:33,16,Reading,Repetitive,Medium,Medium,Internal,Notification,Digital,Low,Bored,High,7.0,Just Ate,Home,Moderate,Dim,Comfortable,11,Music,Yes,None,50,22,Major
211,08-10-2025,08:18,08:24,6,Reading,Creative,Easy,Medium,External,Fatigue,Phone,Low,Bored,Low,4.0,Normal,Café,Loud,Bright,Comfortable,7,Coffee,No,Major,56,38,Medium
212,08-10-2025,19:39,19:54,15,Reading,Repetitive,Easy,Low,Internal,Boredom,Environment,High,Happy,High,8.0,Normal,Outdoors,Moderate,Dim,Hot,4,Continued Task,Yes,Major,58,51,Major
213,08-10-2025,22:30,22:46,16,Studying,Creative,Medium,Medium,Internal,Hunger,Environment,Low,Anxious,Low,6.0,Just Ate,cafe,Loud,Normal,Hot,8,Music,Yes,None,59,49,Major
214,08-10-2025,12:42,12:48,6,Writing,Passive,Hard,High,Internal,Phone Ping,Self-thoughts,Medium,Stressed,Medium,6.0,Just Ate,Café,Quiet,Bright,Comfortable,7,Break,No,None,25,14,Medium
215,08-10-2025,08:00,08:09,9,Studying,Creative,Easy,Low,Internal,Notification,Environment,High,Stressed,Medium,4.0,Caffeinated,Home,Loud,Dim,Cold,5,Coffee,Yes,Minor,25,6,Major
216,08-10-2025,18:37,18:52,15,Writing,Creative,Hard,High,External,Fatigue,Self-thoughts,Medium,Stressed,Low,8.0,Caffeinated,Office,Moderate,Dim,Comfortable,8,Music,No,Minor,39,27,Medium
217,08-10-2025,17:20,17:33,13,Meeting,Creative,Medium,High,Internal,Social Media Alert,Colleague,High,Neutral,High,7.0,Normal,cafe,Quiet,Normal,Hot,11,Break,No,None,14,35,Medium
218,08-10-2025,19:36,19:46,10,Writing,Passive,Hard,Medium,External,Noise,Noise,Low,Bored,Low,7.0,Caffeinated,Café,Loud,Normal,Hot,4,Music,No,Minor,16,49,Medium
219,08-10-2025,20:10,20:12,2,Reading,Repetitive,Medium,Medium,Internal,Social Media Alert,Pet,Low,Bored,Medium,7.0,Just Ate,Office,Moderate,Dim,Hot,3,Coffee,Yes,Major,42,39,Major
220,08-10-2025,10:42,10:56,14,Meeting,Repetitive,Medium,Medium,External,Slack Notification,Noise,Low,Anxious,Low,8.0,Normal,Office,Quiet,Bright,Comfortable,6,Music,No,Minor,58,35,Major
221,01-10-2025,17:42,17:59,17,Writing,Repetitive,Easy,High,External,Fatigue,Colleague,Low,Stressed,Medium,5.7,Hungry,Lab,Loud,Dim,Comfortable,9,Music,Yes,Minor,118,26,Micro
222,06-10-2025,21:05,21:14,9,Coding,Creative,Hard,Low,Internal,Boredom,Noise,Low,Calm,Low,8.5,After Meal,Lab,Moderate,Dim,Cold,15,Music,No,Minor,105,25,Medium
223,07-10-2025,12:39,12:56,17,Planning,High-Focus,Medium,Medium,External,Notification,Phone,High,Calm,Medium,7.0,Fasting,Office,Loud,Dim,Cold,4,Short Walk,Yes,Moderate,110,18,Micro
224,08-10-2025,21:09,21:29,20,Designing,High-Focus,Medium,Medium,Internal,Multitasking,Noise,High,Calm,Medium,6.5,Caffeinated,Café,Quiet,Dim,Hot,14,Music,Yes,Minor,38,15,Major
225,04-10-2025,11:37,11:50,13,Reading,Repetitive,Easy,Low,Internal,Notification,Colleague,High,Tired,Low,7.5,After Meal,Home,Loud,Normal,Cold,11,Ignored Phone,No,Moderate,117,25,Major
226,03-10-2025,16:45,16:56,11,Planning,Repetitive,Medium,Medium,External,Noise,Noise,High,Calm,High,7.7,Hungry,Home,Loud,Normal,Comfortable,9,Meditation,Yes,Moderate,57,39,Major
227,04-10-2025,12:34,12:49,15,Reading,High-Focus,Easy,Low,External,Phone Call,Environment,Low,Stressed,Low,4.8,Hungry,Home,Moderate,Normal,Hot,4,Ignored Phone,Yes,Minor,59,14,Major
228,07-10-2025,16:50,17:00,10,Writing,Creative,Easy,Medium,External,Noise,Colleague,Medium,Tired,Low,5.9,Hungry,Library,Loud,Bright,Comfortable,6,Continued Task,No,Minor,24,40,Micro
229,06-10-2025,15:13,15:22,9,Browsing,Repetitive,Easy,Medium,External,Phone Call,Colleague,Low,Stressed,Low,8.1,Fasting,Lab,Quiet,Bright,Hot,11,Music,No,Minor,47,14,Major
230,08-10-2025,07:18,07:26,8,Studying,High-Focus,Medium,High,External,Noise,Environment,High,Calm,Medium,6.0,Caffeinated,Home,Quiet,Bright,Cold,3,Ignored Phone,Yes,Major,84,31,Micro
231,01-10-2025,10:30,10:42,12,Meeting,High-Focus,Medium,High,Internal,Notification,Colleague,Low,Happy,High,5.2,After Meal,Café,Quiet,Dim,Cold,14,Ignored Phone,Yes,Major,48,45,Major
232,02-10-2025,12:21,12:37,16,Coding,Repetitive,Medium,Low,External,Phone Call,Phone,Medium,Tired,High,6.9,Caffeinated,Lab,Loud,Normal,Cold,10,Meditation,Yes,Minor,41,29,Medium
233,02-10-2025,16:39,16:54,15,Studying,Repetitive,Medium,Low,Internal,Fatigue,Self-thoughts,Medium,Neutral,Low,4.6,After Meal,Office,Quiet,Normal,Comfortable,5,Short Walk,No,Moderate,53,59,Micro
234,01-10-2025,16:03,16:15,12,Writing,Creative,Hard,Low,Internal,Phone Call,Colleague,Low,Calm,Medium,8.8,After Meal,Library,Loud,Bright,Cold,9,Short Walk,Yes,Moderate,28,34,Major
235,04-10-2025,06:57,07:16,19,Writing,Repetitive,Hard,Low,Internal,Phone Call,Phone,Low,Calm,High,6.5,Fasting,Home,Moderate,Dim,Comfortable,4,Short Walk,No,Major,72,39,Medium
236,04-10-2025,10:37,10:48,11,Coding,Creative,Medium,Low,Internal,Notification,Environment,High,Calm,High,7.3,Fasting,Office,Moderate,Normal,Comfortable,5,Music,Yes,Major,89,10,Micro
237,07-10-2025,12:10,12:12,2,Coding,Repetitive,Medium,Low,External,Fatigue,Internet,High,Happy,Low,7.3,Fasting,Home,Moderate,Bright,Cold,10,Ignored Phone,Yes,Minor,110,43,Medium
238,07-10-2025,08:37,08:52,15,Writing,Creative,Hard,Medium,External,Hunger,Environment,Medium,Neutral,Medium,7.9,Fasting,Café,Moderate,Normal,Comfortable,5,Ignored Phone,Yes,Moderate,82,40,Major
239,07-10-2025,09:03,09:09,6,Designing,Repetitive,Hard,High,External,Boredom,Internet,Low,Calm,Low,8.3,After Meal,Library,Loud,Dim,Cold,12,Meditation,Yes,Minor,81,18,Medium
240,04-10-2025,22:36,22:50,14,Designing,Creative,Hard,Medium,External,Fatigue,Internet,Medium,Neutral,Low,5.0,Fasting,Café,Loud,Normal,Comfortable,11,Meditation,Yes,Minor,25,27,Micro
241,01-10-2025,15:37,15:52,15,Planning,High-Focus,Hard,High,Internal,Hunger,Phone,Medium,Happy,Medium,8.0,Caffeinated,Lab,Moderate,Dim,Comfortable,7,Short Walk,No,Minor,101,46,Micro
242,03-10-2025,19:46,20:04,18,Studying,Creative,Easy,Medium,External,Notification,Colleague,Medium,Tired,High,7.1,Caffeinated,Café,Quiet,Normal,Hot,9,Short Walk,No,Major,87,40,Medium
243,01-10-2025,14:49,15:02,13,Designing,Repetitive,Hard,Medium,Internal,Notification,Environment,High,Happy,Medium,7.1,Caffeinated,Lab,Quiet,Dim,Comfortable,15,Music,Yes,Minor,65,46,Major
244,01-10-2025,17:46,17:54,8,Writing,High-Focus,Hard,Low,Internal,Fatigue,Colleague,Low,Calm,Low,5.4,Caffeinated,Library,Quiet,Bright,Cold,9,Meditation,Yes,Minor,75,47,Medium
245,05-10-2025,17:03,17:22,19,Designing,High-Focus,Easy,High,Internal,Noise,Noise,Low,Neutral,Medium,6.8,Caffeinated,Home,Quiet,Bright,Hot,1,Ignored Phone,No,Minor,48,27,Major
246,08-10-2025,20:23,20:35,12,Designing,High-Focus,Medium,High,External,Notification,Internet,Low,Stressed,High,5.1,Fasting,Café,Quiet,Normal,Cold,12,Continued Task,Yes,Minor,91,37,Micro
247,06-10-2025,13:06,13:23,17,Planning,High-Focus,Easy,Medium,Internal,Boredom,Environment,Medium,Stressed,Medium,4.5,Hungry,Lab,Quiet,Dim,Comfortable,7,Ignored Phone,No,Major,16,46,Micro
248,08-10-2025,11:26,11:31,5,Studying,Creative,Medium,Low,External,Noise,Self-thoughts,Low,Happy,Medium,6.0,Hungry,Lab,Loud,Bright,Cold,13,Music,Yes,Major,83,32,Micro
249,07-10-2025,20:40,20:42,2,Writing,High-Focus,Hard,Low,Internal,Hunger,Environment,Medium,Stressed,Medium,6.1,Caffeinated,Library,Loud,Normal,Comfortable,12,Short Walk,No,Minor,93,34,Micro
250,03-10-2025,12:29,12:43,14,Coding,Repetitive,Hard,High,External,Noise,Colleague,Low,Stressed,High,5.2,Fasting,Café,Moderate,Dim,Hot,4,Music,No,Moderate,85,7,Major
251,08-10-2025,17:30,17:46,16,Designing,Creative,Medium,Medium,External,Fatigue,Colleague,Medium,Stressed,Medium,7.3,After Meal,Café,Quiet,Normal,Cold,13,Ignored Phone,No,Major,102,39,Major
252,08-10-2025,07:31,07:42,11,Studying,Creative,Medium,High,Internal,Fatigue,Noise,Low,Calm,High,7.0,Hungry,Office,Loud,Bright,Comfortable,8,Music,No,Moderate,14,20,Medium
253,08-10-2025,21:33,21:38,5,Writing,Creative,Hard,High,Internal,Fatigue,Self-thoughts,Low,Neutral,Low,6.4,After Meal,Home,Quiet,Bright,Hot,9,Meditation,No,Minor,95,41,Major
